ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1434596_at	0.440936540065436	0.0157660211851478	-3.06572853746239	-2.90278504437212	-1.54207140150441											
1420509_at	0.440936540065436	0.0157871427867805	3.0648379664004	-2.90405997980092	1.53668306060778	Srfbp1	serum response factor binding protein 1	67222	18	poly(A) RNA binding///protein binding	biological_process///regulation of transcription, DNA-templated///transcription, DNA-templated	cytoplasm///nucleus	GO:0044822///GO:0005515	GO:0008150///GO:0006355///GO:0006351	GO:0005737///GO:0005634	
1424140_at	0.440936540065436	0.0158034918090199	3.06414948261795	-2.90504565600346	0.690730233969408	Gale	galactose-4-epimerase, UDP	74246	4	UDP-glucose 4-epimerase activity///UDP-glucose 4-epimerase activity///catalytic activity///coenzyme binding///isomerase activity///protein homodimerization activity///racemase and epimerase activity, acting on carbohydrates and derivatives	carbohydrate metabolic process///galactose catabolic process///galactose metabolic process	extracellular vesicular exosome	GO:0003978///GO:0003978///GO:0003824///GO:0050662///GO:0016853///GO:0042803///GO:0016857	GO:0005975///GO:0019388///GO:0006012	GO:0070062	
1441013_at	0.440936540065436	0.0158110139956134	-3.06383296165985	-2.90549882098797	-0.662815169322533											
1423565_at	0.440936540065436	0.0158260080149034	-3.06320250871506	-2.90640147036561	-0.607573406928264	Paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase	67054	5 E1	ATP binding///carboxy-lyase activity///catalytic activity///identical protein binding///ligase activity///lyase activity///nucleotide binding///phosphoribosylaminoimidazole carboxylase activity///phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	'de novo' IMP biosynthetic process///metabolic process///purine nucleotide biosynthetic process	extracellular vesicular exosome///membrane	GO:0005524///GO:0016831///GO:0003824///GO:0042802///GO:0016874///GO:0016829///GO:0000166///GO:0004638///GO:0004639	GO:0006189///GO:0008152///GO:0006164	GO:0070062///GO:0016020	
1452576_at	0.440936540065436	0.0158779856950674	-3.06102183727234	-2.90952390813881	-1.3250562749993											
1451394_at	0.440936540065436	0.0158839426963185	-3.06077239479621	-2.90988110367169	-0.471532401782799	Dpp6	dipeptidylpeptidase 6	13483	5 12.92 cM	protein binding///serine-type peptidase activity	neuronal action potential///positive regulation of potassium ion transmembrane transport///positive regulation of potassium ion transport///proteolysis///regulation of membrane potential///regulation of potassium ion transmembrane transport///regulation of potassium ion transport	cell surface///extracellular vesicular exosome///integral component of membrane///membrane///neuronal cell body///voltage-gated potassium channel complex	GO:0005515///GO:0008236	GO:0019228///GO:1901381///GO:0043268///GO:0006508///GO:0042391///GO:1901379///GO:0043266	GO:0009986///GO:0070062///GO:0016021///GO:0016020///GO:0043025///GO:0008076	
1417708_at	0.440936540065436	0.0158876827268476	-3.06061583543005	-2.91010529562026	-1.79605850281342	Syt3	synaptotagmin III	20981	7 28.83 cM	SNARE binding///calcium-dependent phospholipid binding///clathrin binding///identical protein binding///metal ion binding///phosphatidylserine binding///protein binding///protein heterodimerization activity///protein homodimerization activity///syntaxin binding///transporter activity	calcium ion-dependent exocytosis///positive regulation of vesicle fusion///response to calcium ion///transport	cell junction///cytoplasmic vesicle///endosome///integral component of membrane///membrane///synapse///synaptic vesicle	GO:0000149///GO:0005544///GO:0030276///GO:0042802///GO:0046872///GO:0001786///GO:0005515///GO:0046982///GO:0042803///GO:0019905///GO:0005215	GO:0017156///GO:0031340///GO:0051592///GO:0006810	GO:0030054///GO:0031410///GO:0005768///GO:0016021///GO:0016020///GO:0045202///GO:0008021	
1451837_at	0.440936540065436	0.0158962578128482	-3.0602570240737	-2.91061911907168	-2.06786853552801	Ap3b2	adaptor-related protein complex 3, beta 2 subunit	11775	7 45.71 cM		anterograde axon cargo transport///anterograde synaptic vesicle transport///intracellular protein transport///protein transport///transport///vesicle-mediated transport	AP-3 adaptor complex///Golgi apparatus///cell///cytoplasm///cytoplasmic vesicle///intracellular///membrane///membrane coat///nucleus///trans-Golgi network		GO:0008089///GO:0048490///GO:0006886///GO:0015031///GO:0006810///GO:0016192	GO:0030123///GO:0005794///GO:0005623///GO:0005737///GO:0031410///GO:0005622///GO:0016020///GO:0030117///GO:0005634///GO:0005802	
1439432_x_at	0.441679552620106	0.0159489577246352	3.05805631698223	-2.91377081004115	0.883031224346004	Gm19420///Morf4l2	predicted gene, 19420///mortality factor 4 like 2	100502863///56397	3 49.35 cM///X		DNA repair///cellular response to DNA damage stimulus///chromatin modification///regulation of growth///regulation of transcription, DNA-templated///transcription, DNA-templated	nucleus		GO:0006281///GO:0006974///GO:0016568///GO:0040008///GO:0006355///GO:0006351	GO:0005634	
1449726_at	0.441679552620106	0.0160080051153276	-3.05559956962158	-2.91728967758869	-0.732179050158352	Gm12669///Glrx3	glutaredoxin 3 pseudogene///glutaredoxin 3	620016///30926	4///7 F5	electron carrier activity///iron-sulfur cluster binding///metal ion binding///poly(A) RNA binding///protein binding///protein disulfide oxidoreductase activity///protein kinase C binding	cell redox homeostasis///negative regulation of cardiac muscle hypertrophy///regulation of the force of heart contraction	Z disc///cytoplasm///extracellular vesicular exosome	GO:0009055///GO:0051536///GO:0046872///GO:0044822///GO:0005515///GO:0015035///GO:0005080	GO:0045454///GO:0010614///GO:0002026	GO:0030018///GO:0005737///GO:0070062	
1426315_a_at	0.441679552620106	0.016016174094587	-3.05526043524746	-2.91777547004455	-0.641462158049013	6330416G13Rik	RIKEN cDNA 6330416G13 gene	230279	4	molecular_function	biological_process	cellular_component///integral component of membrane///membrane	GO:0003674	GO:0008150	GO:0005575///GO:0016021///GO:0016020	
1421181_at	0.441679552620106	0.0160349932215888	-3.05447984957678	-2.91889365624835	-0.515564946799701	Npcd///Nptxr	neuronal pentraxin chromo domain///neuronal pentraxin receptor	504193///73340	15///15 37.85 cM	protein domain specific binding///pentraxin receptor activity///protein complex binding	biological_process///signal transduction	cytoplasm///cytoplasmic side of plasma membrane///cytosol///dendrite///filopodium///growth cone///neuronal cell body///nucleus///extracellular space///plasma membrane	GO:0019904///GO:0008029///GO:0032403	GO:0008150///GO:0007165	GO:0005737///GO:0009898///GO:0005829///GO:0030425///GO:0030175///GO:0030426///GO:0043025///GO:0005634///GO:0005615///GO:0005886	
1428018_a_at	0.441679552620106	0.0160481892174255	-3.05393307365707	-2.91967694199787	-0.664419444835108	AF251705	cDNA sequence AF251705	140497	11 80.57 cM	protein binding	immune system process///positive regulation of cytokine secretion	integral component of membrane///membrane///plasma membrane///plasma membrane	GO:0005515	GO:0002376///GO:0050715	GO:0016021///GO:0016020///GO:0005886///GO:0005886	
1421761_a_at	0.441679552620106	0.0160520672492523	-3.05377247692853	-2.9199070102781	-0.754734856753688	Barx2	BarH-like homeobox 2	12023	9	DNA binding///DNA binding///DNA binding///RNA polymerase II regulatory region sequence-specific DNA binding///RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription///chromatin binding///protein binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity	cartilage condensation///cartilage condensation///catagen///myotube differentiation///negative regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription, DNA-templated	mitochondrion///nucleus///transcription factor complex	GO:0003677///GO:0003677///GO:0003677///GO:0000977///GO:0001228///GO:0003682///GO:0005515///GO:0043565///GO:0003700	GO:0001502///GO:0001502///GO:0042637///GO:0014902///GO:0000122///GO:0045944///GO:0045944///GO:0006355///GO:0006366///GO:0006351	GO:0005739///GO:0005634///GO:0005667	
1459931_a_at	0.441679552620106	0.0160598890137138	-3.05344868619916	-2.9203708743782	-0.506781838870351											
1449190_a_at	0.441679552620106	0.0160909996999398	3.05216245626766	-2.92221362210191	0.776503364872923	Entpd4	ectonucleoside triphosphate diphosphohydrolase 4	67464	14	uridine-diphosphatase activity	UDP catabolic process	integral component of Golgi membrane///intracellular membrane-bounded organelle	GO:0045134	GO:0006256	GO:0030173///GO:0043231	
1418838_at	0.441679552620106	0.0160982366688774	-3.05186362658021	-2.92264176779902	-0.477490415001167	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1	11666	X 37.39 cM	ATP binding///ATPase activity///ATPase activity, coupled to transmembrane movement of substances///enzyme binding///identical protein binding///nucleotide binding///peroxisomal fatty-acyl-CoA transporter activity///protein binding///protein homodimerization activity	ATP catabolic process///fatty acid beta-oxidation///fatty acid beta-oxidation///fatty-acyl-CoA transport///long-chain fatty acid catabolic process///peroxisomal long-chain fatty acid import///peroxisome organization///transmembrane transport///transport///very long-chain fatty acid catabolic process	cytoplasm///integral component of membrane///integral component of peroxisomal membrane///membrane///mitochondrion///perinuclear region of cytoplasm///peroxisomal membrane///peroxisomal membrane///peroxisome	GO:0005524///GO:0016887///GO:0042626///GO:0019899///GO:0042802///GO:0000166///GO:0005325///GO:0005515///GO:0042803	GO:0006200///GO:0006635///GO:0006635///GO:0015916///GO:0042758///GO:0015910///GO:0007031///GO:0055085///GO:0006810///GO:0042760	GO:0005737///GO:0016021///GO:0005779///GO:0016020///GO:0005739///GO:0048471///GO:0005778///GO:0005778///GO:0005777	
1416719_a_at	0.442032401880629	0.0161305786142424	3.0505298755442	-2.92455278133993	0.446598321646945	Rps10	ribosomal protein S10	67097	17 B1	poly(A) RNA binding///structural constituent of ribosome		cytoplasm///cytosolic small ribosomal subunit///extracellular vesicular exosome///focal adhesion///membrane///nucleolus///nucleus///ribonucleoprotein complex///ribosome	GO:0044822///GO:0003735		GO:0005737///GO:0022627///GO:0070062///GO:0005925///GO:0016020///GO:0005730///GO:0005634///GO:0030529///GO:0005840	
1420867_at	0.442252409780987	0.016215486294964	3.04704163845455	-2.92955148362743	0.574787837257302	Tmed2	transmembrane emp24 domain trafficking protein 2	56334	5	molecular_function	Golgi organization///embryonic placenta development///heart looping///in utero embryonic development///intracellular protein transport///multicellular organism growth///negative regulation of GTPase activity///neural tube closure///positive regulation of gene expression///post-anal tail morphogenesis///protein targeting to plasma membrane///somite rostral/caudal axis specification///somitogenesis	COPI-coated vesicle///Golgi apparatus///endoplasmic reticulum///endoplasmic reticulum-Golgi intermediate compartment///integral component of membrane///intracellular membrane-bounded organelle///zymogen granule membrane	GO:0003674	GO:0007030///GO:0001892///GO:0001947///GO:0001701///GO:0006886///GO:0035264///GO:0034260///GO:0001843///GO:0010628///GO:0036342///GO:0072661///GO:0032525///GO:0001756	GO:0030137///GO:0005794///GO:0005783///GO:0005793///GO:0016021///GO:0043231///GO:0042589	
1419206_at	0.442252409780987	0.0162157979374186	-3.04702887057539	-2.92956978211212	-1.36958557879747	Cd37	CD37 antigen	12493	7 29.2 cM		defense response to protozoan///negative regulation of cell proliferation///negative regulation of myeloid dendritic cell activation///positive regulation of immunoglobulin production///regulation of defense response to virus///regulation of humoral immune response	extracellular vesicular exosome///immunological synapse///integral component of membrane///membrane		GO:0042832///GO:0008285///GO:0030886///GO:0002639///GO:0050688///GO:0002920	GO:0070062///GO:0001772///GO:0016021///GO:0016020	
1422511_a_at	0.442252409780987	0.0162469761195887	-3.045752807803	-2.93139866102475	-0.388992470464764	Ogfr	opioid growth factor receptor	72075	2	receptor activity	regulation of growth	cytoplasm///membrane///nucleus	GO:0004872	GO:0040008	GO:0005737///GO:0016020///GO:0005634	
